ICD9	ICD9.String	PheCode	Phenotype	ICD9Nodots
943.34	Full-thickness skin loss due to burn [third degree NOS] of axilla	1000	Burns	94334
943.35	Full-thickness skin loss due to burn [third degree NOS] of shoulder	1000	Burns	94335
943.36	Full-thickness skin loss due to burn [third degree NOS] of scapular region	1000	Burns	94336
943.39	Full-thickness skin loss due to burn [third degree NOS] of multiple sites of upper limb, except wrist and hand	1000	Burns	94339
943.4	Deep necrosis of underlying tissues due to burn [deep third degree] of upper limb, except wrist and hand, without mention of loss of a body part	1000	Burns	9434
943.40	Deep necrosis of underlying tissues due to burn [deep third degree] of unspecified site of upper limb, without mention of loss of a body part	1000	Burns	94340
943.41	Deep necrosis of underlying tissues due to burn [deep third degree] of forearm, without mention of loss of forearm	1000	Burns	94341
943.42	Deep necrosis of underlying tissues due to burn [deep third degree] of elbow, without mention of loss of elbow	1000	Burns	94342
943.43	Deep necrosis of underlying tissues due to burn [deep third degree] of upper arm, without mention of loss of upper arm	1000	Burns	94343
943.44	Deep necrosis of underlying tissues due to burn [deep third degree] of axilla, without mention of loss of axilla	1000	Burns	94344
943.45	Deep necrosis of underlying tissues due to burn [deep third degree] of shoulder, without mention of loss of shoulder	1000	Burns	94345
943.46	Deep necrosis of underlying tissues due to burn [deep third degree] of scapular region, without mention of loss of scapula	1000	Burns	94346
943.49	Deep necrosis of underlying tissues due to burn [deep third degree] of multiple sites of upper limb, except wrist and hand, without mention of loss of upper limb	1000	Burns	94349
943.5	Deep necrosis of underlying tissues due to burn [deep third degree] of upper limb, except wrist and hand, with loss of a body part	1000	Burns	9435
943.50	Deep necrosis of underlying tissues due to burn [deep third degree] of unspecified site of upper limb, with loss of a body part	1000	Burns	94350
943.51	Deep necrosis of underlying tissues due to burn [deep third degree] of forearm, with loss of forearm	1000	Burns	94351
943.52	Deep necrosis of underlying tissues due to burn [deep third degree] of elbow, with loss of elbow	1000	Burns	94352
943.53	Deep necrosis of underlying tissues due to burn [deep third degree] of upper arm, with loss of upper arm	1000	Burns	94353
943.54	Deep necrosis of underlying tissues due to burn [deep third degree] of axilla, with loss of axilla	1000	Burns	94354
943.55	Deep necrosis of underlying tissues due to burn [deep third degree] of shoulder, with loss of shoulder	1000	Burns	94355
943.56	Deep necrosis of underlying tissues due to burn [deep third degree] of scapular region, with loss of scapula	1000	Burns	94356
943.59	Deep necrosis of underlying tissues due to burn [deep third degree] of multiple sites of upper limb, except wrist and hand, with loss of upper limb	1000	Burns	94359
944	Burn of wrist(s) and hand(s)	1000	Burns	944
944.0	Burn of wrist(s) and hand(s), unspecified degree	1000	Burns	9440
944.00	Burn of unspecified degree of unspecified site of hand	1000	Burns	94400
944.01	Burn of unspecified degree of single digit (finger) (nail) other than thumb	1000	Burns	94401
944.02	Burn of unspecified degree of thumb (nail)	1000	Burns	94402
944.03	Burn of unspecified degree of two or more digits of hand, not including thumb	1000	Burns	94403
944.04	Burn of unspecified degree of two or more digits of hand, including thumb	1000	Burns	94404
944.05	Burn of unspecified degree of palm of hand	1000	Burns	94405
944.06	Burn of unspecified degree of back of hand	1000	Burns	94406
944.07	Burn of unspecified degree of back of wrist	1000	Burns	94407
944.08	Burn of unspecified degree of multiple sites of wrist(s) and hand(s)	1000	Burns	94408
944.1	Erythema due to burn [first degree] of wrist(s) and hand(s)	1000	Burns	9441
944.10	Erythema due to burn [first degree] of unspecified site of hand	1000	Burns	94410
944.11	Erythema due to burn [first degree] of single digit [finger (nail)] other than thumb	1000	Burns	94411
944.12	Erythema due to burn [first degree] of thumb (nail)	1000	Burns	94412
944.13	Erythema due to burn [first degree] of two or more digits of hand, not including thumb	1000	Burns	94413
944.14	Erythema due to burn [first degree] of two or more digits of hand including thumb	1000	Burns	94414
944.15	Erythema due to burn [first degree] of palm of hand	1000	Burns	94415
944.16	Erythema due to burn [first degree] of back of hand	1000	Burns	94416
944.17	Erythema due to burn [first degree] of wrist	1000	Burns	94417
944.18	Erythema due to burn [first degree] of multiple sites of wrist(s) and hand(s)	1000	Burns	94418
944.2	Blisters with epidermal loss due to burn [second degree] of wrist(s) and hand(s)	1000	Burns	9442
944.20	Blisters with epidermal loss due to burn [second degree] of unspecified site of hand	1000	Burns	94420
944.21	Blisters with epidermal loss due to burn [second degree] of single digit [finger (nail)] other than thumb	1000	Burns	94421
944.22	Blisters with epidermal loss due to burn of [second degree] of thumb (nail)	1000	Burns	94422
944.23	Blisters with epidermal loss due to burn [second degree] of two or more digits of hand, not including thumb	1000	Burns	94423
944.24	Blisters with epidermal loss due to burn [second degree] of two or more digits of hand including thumb	1000	Burns	94424
944.25	Blisters with epidermal loss due to burn [second degree] of palm of hand	1000	Burns	94425
944.26	Blisters with epidermal loss due to burn [second degree] of back of hand	1000	Burns	94426
944.27	Blisters with epidermal loss due to burn [second degree] of wrist	1000	Burns	94427
944.28	Blisters with epidermal loss due to burn [second degree] of multiple sites of wrist(s) and hand(s)	1000	Burns	94428
944.3	Full-thickness skin loss due to burn [third degree NOS] of wrist(s) and hand(s)	1000	Burns	9443
944.30	Full-thickness skin loss due to burn [third degree NOS] of unspecified site of hand	1000	Burns	94430
944.31	Full-thickness skin loss due to burn [third degree NOS] of single digit [finger (nail)] other than thumb	1000	Burns	94431
944.32	Full-thickness skin loss due to burn [third degree NOS] of thumb (nail)	1000	Burns	94432
944.33	Full-thickness skin loss due to burn [third degree NOS] of two or more digits of hand, not including thumb	1000	Burns	94433
944.34	Full-thickness skin loss due to burn [third degree NOS] of two or more digits of hand including thumb	1000	Burns	94434
944.35	Full-thickness skin loss due to burn [third degree NOS] of palm of hand	1000	Burns	94435
944.36	Full-thickness skin loss due to burn [third degree NOS] of back of hand	1000	Burns	94436
944.37	Full-thickness skin loss due to burn [third degree NOS] of wrist	1000	Burns	94437
944.38	Full-thickness skin loss due to burn [third degree NOS] of multiple sites of wrist(s) and hand(s)	1000	Burns	94438
944.4	Deep necrosis of underlying tissues due to burn [deep third degree] of wrist(s) and hand(s), without mention of loss of a body part	1000	Burns	9444
944.40	Deep necrosis of underlying tissues due to burn [deep third degree] of unspecified site of hand, without mention of loss of hand	1000	Burns	94440
944.41	Deep necrosis of underlying tissues due to burn [deep third degree] of single digit [finger (nail)] other than thumb, without mention of loss of finger	1000	Burns	94441
944.42	Deep necrosis of underlying tissues due to burn [deep third degree] of thumb (nail), without mention of loss of thumb	1000	Burns	94442
944.43	Deep necrosis of underlying tissues due to burn [deep third degree] of two or more digits of hand, not including thumb, without mention of fingers	1000	Burns	94443
944.44	Deep necrosis of underlying tissues due to burn [deep third degree] of two or more digits of hand including thumb, without mention of loss of fingers	1000	Burns	94444
944.45	Deep necrosis of underlying tissues due to burn [deep third degree] of palm of hand, without mention of loss of palm	1000	Burns	94445
944.46	Deep necrosis of underlying tissues due to burn [deep third degree] of back of hand, without mention of loss of back of hand	1000	Burns	94446
944.47	Deep necrosis of underlying tissues due to burn [deep third degree] of wrist, without mention of loss of wrist	1000	Burns	94447
944.48	Deep necrosis of underlying tissues due to burn [deep third degree] of multiple sites of wrist(s) and hand(s), without mention of loss of a body part	1000	Burns	94448
944.5	Deep necrosis of underlying tissues due to burn [deep third degree] of wrist(s) and hand(s), with loss of a body part	1000	Burns	9445
944.50	Deep necrosis of underlying tissues due to burn [deep third degree] of unspecified site of hand, with loss of hand	1000	Burns	94450
944.51	Deep necrosis of underlying tissues due to burn [deep third degree] of single digit [finger (nail)] other than thumb, with loss of finger	1000	Burns	94451
944.52	Deep necrosis of underlying tissues due to burn [deep third degree] of thumb (nail), with loss of thumb	1000	Burns	94452
944.53	Deep necrosis of underlying tissues due to burn [deep third degree] of two or more digits of hand, not including thumb, with loss of fingers	1000	Burns	94453
944.54	Deep necrosis of underlying tissues due to burn [deep third degree] of two or more digits of hand including thumb, with loss of fingers	1000	Burns	94454
944.55	Deep necrosis of underlying tissues due to burn [deep third degree] of palm of hand, with loss of palm of hand	1000	Burns	94455
944.56	Deep necrosis of underlying tissues due to burn [deep third degree] of back of hand, with loss of back of hand	1000	Burns	94456
944.57	Deep necrosis of underlying tissues due to burn [deep third degree] of wrist, with loss of wrist	1000	Burns	94457
944.58	Deep necrosis of underlying tissues due to burn [deep third degree] of multiple sites of wrist(s) and hand(s), with loss of a body part	1000	Burns	94458
945	Burn of lower limb(s)	1000	Burns	945
945.0	Burn of lower limb(s), unspecified degree	1000	Burns	9450
945.00	Burn of unspecified degree of unspecified site of lower limb [leg]	1000	Burns	94500
945.01	Burn of unspecified degree of toe(s) (nail)	1000	Burns	94501
945.02	Burn of unspecified degree of foot	1000	Burns	94502
945.03	Burn of unspecified degree of ankle	1000	Burns	94503
945.04	Burn of unspecified degree of lower leg	1000	Burns	94504
945.05	Burn of unspecified degree of knee	1000	Burns	94505
945.06	Burn of unspecified degree of thigh	1000	Burns	94506
945.09	Burn of unspecified degree of multiple sites of lower limb(s)	1000	Burns	94509
945.1	Erythema due to burn [first degree] of lower limb(s)	1000	Burns	9451
945.10	Erythema due to burn [first degree] of unspecified site of lower limb [leg]	1000	Burns	94510
945.11	Erythema due to burn [first degree] of toe(s) (nail)	1000	Burns	94511
945.12	Erythema due to burn [first degree] of foot	1000	Burns	94512
945.13	Erythema due to burn [first degree] of ankle	1000	Burns	94513
945.14	Erythema due to burn [first degree] of lower leg	1000	Burns	94514
945.15	Erythema due to burn [first degree] of knee	1000	Burns	94515
945.16	Erythema due to burn [first degree] of thigh [any part]	1000	Burns	94516
945.19	Erythema due to burn [first degree] of multiple sites of lower limb(s)	1000	Burns	94519
945.2	Blisters with epidermal loss due to burn [second degree] of lower limb(s)	1000	Burns	9452
945.20	Blisters with epidermal loss due to burn [second degree] of unspecified site of lower limb [leg]	1000	Burns	94520
945.21	Blisters with epidermal loss due to burn [second degree] of toe(s) (nail)	1000	Burns	94521
945.22	Blisters with epidermal loss due to burn [second degree] of foot	1000	Burns	94522
945.23	Blisters with epidermal loss due to burn [second degree] of ankle	1000	Burns	94523
945.24	Blisters with epidermal loss due to burn [second degree] of lower leg	1000	Burns	94524
945.25	Blisters with epidermal loss due to burn [second degree] of knee	1000	Burns	94525
945.26	Blisters with epidermal loss due to burn [second degree] of thigh [any part]	1000	Burns	94526
945.29	Blisters with epidermal loss due to burn [second degree] of multiple sites of lower limb(s)	1000	Burns	94529
945.3	Full-thickness skin loss due to burn [third degree NOS] of lower limb(s)	1000	Burns	9453
945.30	Full-thickness skin loss due to burn [third degree NOS] of unspecified site of lower limb	1000	Burns	94530
945.31	Full-thickness skin loss due to burn [third degree NOS] of toe(s) (nail)	1000	Burns	94531
945.32	Full-thickness skin loss due to burn [third degree NOS] of foot	1000	Burns	94532
945.33	Full-thickness skin loss due to burn [third degree NOS] of ankle	1000	Burns	94533
945.34	Full-thickness skin loss due to burn [third degree NOS] of lower leg	1000	Burns	94534
945.35	Full-thickness skin loss due to burn [third degree NOS] of knee	1000	Burns	94535
945.36	Full-thickness skin loss due to burn [third degree NOS] of thigh [any part]	1000	Burns	94536
945.39	Full-thickness skin loss due to burn [third degree NOS] of multiple sites of lower limb(s)	1000	Burns	94539
945.4	Deep necrosis of underlying tissues due to burn [deep third degree] of lower limb(s) without mention of loss of a body part	1000	Burns	9454
945.40	Deep necrosis of underlying tissues due to burn [deep third degree] of unspecified site of lower limb [leg], without mention of loss of a body part	1000	Burns	94540
945.41	Deep necrosis of underlying tissues due to burn [deep third degree] of toe(s) (nail), without mention of loss of a body part	1000	Burns	94541
945.42	Deep necrosis of underlying tissues due to burn [deep third degree] of foot, without mention of loss of foot	1000	Burns	94542
945.43	Deep necrosis of underlying tissues due to burn [deep third degree] of ankle, without mention of loss of ankle	1000	Burns	94543
945.44	Deep necrosis of underlying tissues due to burn [deep third degree] of lower leg, without mention of loss of lower leg	1000	Burns	94544
945.45	Deep necrosis of underlying tissues due to burn [deep third degree] of knee, without mention of loss of knee	1000	Burns	94545
945.46	Deep necrosis of underlying tissues due to burn [deep third degree] of thigh [any part], without mention of loss of thigh	1000	Burns	94546
945.49	Deep necrosis of underlying tissues due to burn [deep third degree] of multiple sites of lower limb(s), without mention of loss of a body part	1000	Burns	94549
945.5	Deep necrosis of underlying tissues due to burn [deep third degree] of lower limb(s) with loss of a body part	1000	Burns	9455
945.50	Deep necrosis of underlying tissues due to burn [deep third degree] of unspecified site lower limb [leg], with loss of a body part	1000	Burns	94550
945.51	Deep necrosis of underlying tissues due to burn [deep third degree] of toe(s) (nail), with loss of a body part	1000	Burns	94551
945.52	Deep necrosis of underlying tissues due to burn [deep third degree] of foot, with loss of foot	1000	Burns	94552
945.53	Deep necrosis of underlying tissues due to burn [deep third degree] of ankle, with loss of ankle	1000	Burns	94553
945.54	Deep necrosis of underlying tissues due to burn [deep third degree] of lower leg, with loss of lower leg	1000	Burns	94554
945.55	Deep necrosis of underlying tissues due to burn [deep third degree] of knee, with loss of knee	1000	Burns	94555
945.56	Deep necrosis of underlying tissues due to burn [deep third degree] of thigh [any part], with loss of thigh	1000	Burns	94556
945.59	Deep necrosis of underlying tissues due to burn [deep third degree] of multiple sites of lower limb(s), with loss of a body part	1000	Burns	94559
946	Burns of multiple specified sites	1000	Burns	946
946.0	Burns of multiple specified sites, unspecified degree	1000	Burns	9460
946.1	Erythema due to burn [first degree] of multiple specified sites	1000	Burns	9461
946.2	Blisters with epidermal loss due to burn [second degree] of multiple specified sites	1000	Burns	9462
946.3	Full-thickness skin loss due to burn [third degree NOS] of multiple specified sites	1000	Burns	9463
946.4	Deep necrosis of underlying tissues due to burn [deep third degree] of multiple specified sites, without mention of loss of a body part	1000	Burns	9464
946.5	Deep necrosis of underlying tissues due to burn [deep third degree] of multiple specified sites, with loss of a body part	1000	Burns	9465
947	Burn of internal organs	1000	Burns	947
947.0	Burn of mouth and pharynx	1000	Burns	9470
947.1	Burn of larynx, trachea, and lung	1000	Burns	9471
947.2	Burn of esophagus	1000	Burns	9472
947.3	Burn of gastrointestinal tract	1000	Burns	9473
947.4	Burn of vagina and uterus	1000	Burns	9474
947.8	Burn of other specified sites of internal organs	1000	Burns	9478
947.9	BURN INTERNAL ORGAN NOS	1000	Burns	9479
948	Burns classified according to extent of body surface involved	1000	Burns	948
948.0	Burn [any degree] involving less than 10 percent of body surface	1000	Burns	9480
948.00	Burn [any degree] involving less than 10 percent of body surface with third degree burn of less than 10 percent or unspecified amount	1000	Burns	94800
948.1	Burn [any degree] involving 10-19 percent of body surface	1000	Burns	9481
948.10	Burn [any degree] involving 10-19 percent of body surface with third degree burn of less than 10 percent or unspecified amount	1000	Burns	94810
948.11	Burn [any degree] involving 10-19 percent of body surface with third degree burn of 10-19%	1000	Burns	94811
948.2	Burn [any degree] involving 20-29 percent of body surface	1000	Burns	9482
948.20	Burn [any degree] involving 20-29 percent of body surface with third degree burn of less than 10 percent or unspecified amount	1000	Burns	94820
948.21	Burn [any degree] involving 20-29 percent of body surface with third degree burn of 10-19%	1000	Burns	94821
948.22	Burn [any degree] involving 20-29 percent of body surface with third degree burn of 20-29%	1000	Burns	94822
948.3	Burn [any degree] involving 30-39 percent of body surface	1000	Burns	9483
948.30	Burn [any degree] involving 30-39 percent of body surface with third degree burn of less than 10 percent or unspecified amount	1000	Burns	94830
948.31	Burn [any degree] involving 30-39 percent of body surface with third degree burn of 10-19%	1000	Burns	94831
948.32	Burn [any degree] involving 30-39 percent of body surface with third degree burn of 20-29%	1000	Burns	94832
948.33	Burn [any degree] involving 30-39 percent of body surface with third degree burn of 30-39%	1000	Burns	94833
948.4	Burn [any degree] involving 40-49 percent of body surface	1000	Burns	9484
948.40	Burn [any degree] involving 40-49 percent of body surface with third degree burn of less than 10 percent or unspecified amount	1000	Burns	94840
948.41	Burn [any degree] involving 40-49 percent of body surface with third degree burn of 10-19%	1000	Burns	94841
948.42	Burn [any degree] involving 40-49 percent of body surface with third degree burn of 20-29%	1000	Burns	94842
948.43	Burn [any degree] involving 40-49 percent of body surface with third degree burn of 30-39%	1000	Burns	94843
948.44	Burn [any degree] involving 40-49 percent of body surface with third degree burn of 40-49%	1000	Burns	94844
948.5	Burn [any degree] involving 50-59 percent of body surface	1000	Burns	9485
948.50	Burn [any degree] involving 50-59 percent of body surface with third degree burn of less than 10 percent or unspecified amount	1000	Burns	94850
948.51	Burn [any degree] involving 50-59 percent of body surface with third degree burn of 10-19%	1000	Burns	94851
948.52	Burn [any degree] involving 50-59 percent of body surface with third degree burn of 20-29%	1000	Burns	94852
948.53	Burn [any degree] involving 50-59 percent of body surface with third degree burn of 30-39%	1000	Burns	94853
948.54	Burn [any degree] involving 50-59 percent of body surface with third degree burn of 40-49%	1000	Burns	94854
948.55	Burn [any degree] involving 50-59 percent of body surface with third degree burn of 50-59%	1000	Burns	94855
948.6	Burn [any degree] involving 60-69 percent of body surface	1000	Burns	9486
948.60	Burn [any degree] involving 60-69 percent of body surface with third degree burn of less than 10 percent or unspecified amount	1000	Burns	94860
948.61	Burn [any degree] involving 60-69 percent of body surface with third degree burn of 10-19%	1000	Burns	94861
948.62	Burn [any degree] involving 60-69 percent of body surface with third degree burn of 20-29%	1000	Burns	94862
948.63	Burn [any degree] involving 60-69 percent of body surface with third degree burn of 30-39%	1000	Burns	94863
948.64	Burn [any degree] involving 60-69 percent of body surface with third degree burn of 40-49%	1000	Burns	94864
948.65	Burn [any degree] involving 60-69 percent of body surface with third degree burn of 50-59%	1000	Burns	94865
948.66	Burn [any degree] involving 60-69 percent of body surface with third degree burn of 60-69%	1000	Burns	94866
948.7	Burn [any degree] involving 70-79 percent of body surface	1000	Burns	9487
948.70	Burn [any degree] involving 70-79 percent of body surface with third degree burn of less than 10 percent or unspecified amount	1000	Burns	94870
948.71	Burn [any degree] involving 70-79 percent of body surface with third degree burn of 10-19%	1000	Burns	94871
948.72	Burn [any degree] involving 70-79 percent of body surface with third degree burn of 20-29%	1000	Burns	94872
948.73	Burn [any degree] involving 70-79 percent of body surface with third degree burn of 30-39%	1000	Burns	94873
948.74	Burn [any degree] involving 70-79 percent of body surface with third degree burn of 40-49%	1000	Burns	94874
948.75	Burn [any degree] involving 70-79 percent of body surface with third degree burn of 50-59%	1000	Burns	94875
948.76	Burn [any degree] involving 70-79 percent of body surface with third degree burn of 60-69%	1000	Burns	94876
948.77	Burn [any degree] involving 70-79 percent of body surface with third degree burn of 70-79%	1000	Burns	94877
948.8	Burn [any degree] involving 80-89 percent of body surface	1000	Burns	9488
948.80	Burn [any degree] involving 80-89 percent of body surface with third degree burn of less than 10 percent or unspecified amount	1000	Burns	94880
948.81	Burn [any degree] involving 80-89 percent of body surface with third degree burn of 10-19%	1000	Burns	94881
948.82	Burn [any degree] involving 80-89 percent of body surface with third degree burn of 20-29%	1000	Burns	94882
948.83	Burn [any degree] involving 80-89 percent of body surface with third degree burn of 30-39%	1000	Burns	94883
948.84	Burn [any degree] involving 80-89 percent of body surface with third degree burn of 40-49%	1000	Burns	94884
948.85	Burn [any degree] involving 80-89 percent of body surface with third degree burn of 50-59%	1000	Burns	94885
948.86	Burn [any degree] involving 80-89 percent of body surface with third degree burn of 60-69%	1000	Burns	94886
948.87	Burn [any degree] involving 80-89 percent of body surface with third degree burn of 70-79%	1000	Burns	94887
948.88	Burn [any degree] involving 80-89 percent of body surface with third degree burn of 80-89%	1000	Burns	94888
948.9	Burn [any degree] involving 90 percent or more of body surface	1000	Burns	9489
948.90	Burn [any degree] involving 90 percent or more of body surface with third degree burn of less than 10 percent or unspecified amount	1000	Burns	94890
948.91	Burn [any degree] involving 90 percent or more of body surface with third degree burn of 10-19%	1000	Burns	94891
948.92	Burn [any degree] involving 90 percent or more of body surface with third degree burn of 20-29%	1000	Burns	94892
948.93	Burn [any degree] involving 90 percent or more of body surface with third degree burn of 30-39%	1000	Burns	94893
948.94	Burn [any degree] involving 90 percent or more of body surface with third degree burn of 40-49%	1000	Burns	94894
948.95	Burn [any degree] involving 90 percent or more of body surface with third degree burn of 50-59%	1000	Burns	94895
948.96	Burn [any degree] involving 90 percent or more of body surface with third degree burn of 60-69%	1000	Burns	94896
948.97	Burn [any degree] involving 90 percent or more of body surface with third degree burn of 70-79%	1000	Burns	94897
948.98	Burn [any degree] involving 90 percent or more of body surface with third degree burn of 80-89%	1000	Burns	94898
948.99	Burn [any degree] involving 90 percent or more of body surface with third degree burn of 90% or more of body surface	1000	Burns	94899
949	Burn, unspecified site	1000	Burns	949
949.0	Burn of unspecified site, unspecified degree	1000	Burns	9490
949.1	Erythema due to burn [first degree], unspecified site	1000	Burns	9491
949.2	Blisters with epidermal loss due to burn [second degree], unspecified site	1000	Burns	9492
949.3	Full-thickness skin loss due to burn [third degree NOS], unspecified site	1000	Burns	9493
949.4	Deep necrosis of underlying tissue due to burn [deep third degree], unspecified site without mention of loss of a body part	1000	Burns	9494
949.5	Deep necrosis of underlying tissues due to burn (deep third degree, unspecified site with loss of a body part)	1000	Burns	9495
950	Injury to optic nerve and pathways	907	Injuries to the nervous system	950
950.0	Optic nerve injury	907	Injuries to the nervous system	9500
950.1	Injury to optic chiasm	907	Injuries to the nervous system	9501
950.2	Injury to optic pathways	907	Injuries to the nervous system	9502
950.3	Injury to visual cortex	907	Injuries to the nervous system	9503
950.9	Injury to unspecified optic nerve and pathways	907	Injuries to the nervous system	9509
951	Injury to other cranial nerve(s)	907	Injuries to the nervous system	951
951.0	Injury to oculomotor nerve	907	Injuries to the nervous system	9510
951.1	Injury to trochlear nerve	907	Injuries to the nervous system	9511
951.2	Injury to trigeminal nerve	907	Injuries to the nervous system	9512
951.3	Injury to abducens nerve	907	Injuries to the nervous system	9513
951.4	Injury to facial nerve	907	Injuries to the nervous system	9514
951.5	Injury to acoustic nerve	907	Injuries to the nervous system	9515
951.6	Injury to accessory nerve	907	Injuries to the nervous system	9516
951.7	Injury to hypoglossal nerve	907	Injuries to the nervous system	9517
951.8	Injury to other specified cranial nerves	907	Injuries to the nervous system	9518
951.9	Injury to cranial nerve NOS	907	Injuries to the nervous system	9519
952	Spinal cord injury without evidence of spinal bone injury	952	Spinal cord injury without evidence of spinal bone injury	952
952.0	Cervical spinal cord injury without evidence of spinal bone injury	952	Spinal cord injury without evidence of spinal bone injury	9520
952.00	C(1)-C(4) level spinal cord injury, unspecified	952	Spinal cord injury without evidence of spinal bone injury	95200
952.01	C(1)-C(4) level with complete lesion of spinal cord	952	Spinal cord injury without evidence of spinal bone injury	95201
952.02	C(1)-C(4) level with anterior cord syndrome	952	Spinal cord injury without evidence of spinal bone injury	95202
952.03	C(1)-C(4) level with central cord syndrome	952	Spinal cord injury without evidence of spinal bone injury	95203
952.04	C(1)-C(4) level with other specified spinal cord injury	952	Spinal cord injury without evidence of spinal bone injury	95204
952.05	C(5)-C(7) level spinal cord injury, unspecified	952	Spinal cord injury without evidence of spinal bone injury	95205
952.06	C(5)-C(7) level with complete lesion of spinal cord	952	Spinal cord injury without evidence of spinal bone injury	95206
952.07	C(5)-C(7) level with anterior cord syndrome	952	Spinal cord injury without evidence of spinal bone injury	95207
952.08	C(5)-C(7) level with central cord syndrome	952	Spinal cord injury without evidence of spinal bone injury	95208
952.09	C(5)-C(7) level with other specified spinal cord injury	952	Spinal cord injury without evidence of spinal bone injury	95209
952.1	Dorsal [thoracic] spinal cord injury without evidence of spinal bone injury	952	Spinal cord injury without evidence of spinal bone injury	9521
952.10	T(1)-T(6) level spinal cord injury, unspecified	952	Spinal cord injury without evidence of spinal bone injury	95210
952.11	T(1)-T(6) level with complete lesion of spinal cord	952	Spinal cord injury without evidence of spinal bone injury	95211
952.12	T(1)-T(6) level with anterior cord syndrome	952	Spinal cord injury without evidence of spinal bone injury	95212
952.13	T(1)-T(6) level with central cord syndrome	952	Spinal cord injury without evidence of spinal bone injury	95213
952.14	T(1)-T(6) level with other specified spinal cord injury	952	Spinal cord injury without evidence of spinal bone injury	95214
952.15	T(7)-T(12) level spinal cord injury, unspecified	952	Spinal cord injury without evidence of spinal bone injury	95215
952.16	T(7)-T(12) level with complete lesion of spinal cord	952	Spinal cord injury without evidence of spinal bone injury	95216
952.17	T(7)-T(12) level with anterior cord syndrome	952	Spinal cord injury without evidence of spinal bone injury	95217
952.18	T(7)-T(12) level with central cord syndrome	952	Spinal cord injury without evidence of spinal bone injury	95218
952.19	T(7)-T(12) level with other specified spinal cord injury	952	Spinal cord injury without evidence of spinal bone injury	95219
952.2	Lumbar spinal cord injury without spinal bone injury	952	Spinal cord injury without evidence of spinal bone injury	9522
952.3	Sacral spinal cord injury without spinal bone injury	952	Spinal cord injury without evidence of spinal bone injury	9523
952.4	Cauda equina spinal cord injury without spinal bone injury	952	Spinal cord injury without evidence of spinal bone injury	9524
952.8	Multiple sites of spinal cord injury without spinal bone injury	952	Spinal cord injury without evidence of spinal bone injury	9528
952.9	Spinal cord injury NOS	952	Spinal cord injury without evidence of spinal bone injury	9529
953	Injury to nerve roots and spinal plexus	907	Injuries to the nervous system	953
953.0	Injury to cervical nerve root	907	Injuries to the nervous system	9530
953.1	Injury to dorsal nerve root	907	Injuries to the nervous system	9531
953.2	Injury to lumbar nerve root	907	Injuries to the nervous system	9532
953.3	Injury to sacral nerve root	907	Injuries to the nervous system	9533
953.4	Injury to brachial plexus	907	Injuries to the nervous system	9534
953.5	Injury to lumbosacral plexus	907	Injuries to the nervous system	9535
953.8	Injury to multiple sites of nerve roots and spinal plexus	907	Injuries to the nervous system	9538
953.9	Injury to unspecified site of nerve roots and spinal plexus	907	Injuries to the nervous system	9539
954	Injury to other nerve(s) of trunk, excluding shoulder and pelvic girdles	907	Injuries to the nervous system	954
954.0	Injury to cervical sympathetic nerve, excluding shoulder and pelvic girdles	907	Injuries to the nervous system	9540
954.1	Injury to other sympathetic nerve, excluding shoulder and pelvic girdles	907	Injuries to the nervous system	9541
954.8	Injury to other specified nerve(s) of trunk, excluding shoulder and pelvic girdles	907	Injuries to the nervous system	9548
954.9	Injury to unspecified nerve of trunk, excluding shoulder and pelvic girdles	907	Injuries to the nervous system	9549
955	Injury to peripheral nerve(s) of shoulder girdle and upper limb	907	Injuries to the nervous system	955
955.0	Injury to axillary nerve	907	Injuries to the nervous system	9550
955.1	Injury to median nerve	907	Injuries to the nervous system	9551
955.2	Injury to ulnar nerve	907	Injuries to the nervous system	9552
955.3	Injury to radial nerve	907	Injuries to the nervous system	9553
955.4	Injury to musculocutaneous nerve	907	Injuries to the nervous system	9554
955.5	Injury to cutaneous sensory nerve, upper limb	907	Injuries to the nervous system	9555
955.6	Injury to digital nerve, upper limb	907	Injuries to the nervous system	9556
955.7	Injury to other specified nerve(s) of shoulder girdle and upper limb	907	Injuries to the nervous system	9557
955.8	Injury to multiple nerves of shoulder girdle and upper limb	907	Injuries to the nervous system	9558
955.9	Injury to unspecified nerve of shoulder girdle and upper limb	907	Injuries to the nervous system	9559
956	Injury to peripheral nerve(s) of pelvic girdle and lower limb	907	Injuries to the nervous system	956
956.0	Injury to sciatic nerve	907	Injuries to the nervous system	9560
956.1	Injury to femoral nerve	907	Injuries to the nervous system	9561
956.2	Injury to posterior tibial nerve	907	Injuries to the nervous system	9562
956.3	INJURY PERONEAL NERVE	907	Injuries to the nervous system	9563
956.4	Injury to cutaneous sensory nerve, lower limb	907	Injuries to the nervous system	9564
956.5	Injury to other specified nerve(s) of pelvic girdle and lower limb	907	Injuries to the nervous system	9565
956.8	Injury to multiple nerves of pelvic girdle and lower limb	907	Injuries to the nervous system	9568
956.9	Injury to unspecified nerve of pelvic girdle and lower limb	907	Injuries to the nervous system	9569
957	Injury to other and unspecified nerves	907	Injuries to the nervous system	957
957.0	Injury to superficial nerves of head and neck	907	Injuries to the nervous system	9570
957.1	Injury to other specified nerve(s)	907	Injuries to the nervous system	9571
957.8	Injury to multiple nerves in several parts	907	Injuries to the nervous system	9578
